study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB5348	SAMEA2400697	ERX424840	ERR458493	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458493/ERR458493.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458493/120903_0219_D0PT7ACXX_1_SA-PE-039.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458493
PRJEB5348	SAMEA2400698	ERX424841	ERR458494	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458494/ERR458494.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458494/120903_0219_D0PT7ACXX_2_SA-PE-039.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458494
PRJEB5348	SAMEA2400699	ERX424842	ERR458495	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458495/ERR458495.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458495/120903_0219_D0PT7ACXX_3_SA-PE-039.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458495
PRJEB5348	SAMEA2400699	ERX424843	ERR458496	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458496/ERR458496.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458496/120903_0219_D0PT7ACXX_4_SA-PE-039.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458496
PRJEB5348	SAMEA2400701	ERX424844	ERR458497	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458497/ERR458497.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458497/120903_0219_D0PT7ACXX_5_SA-PE-039.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458497
PRJEB5348	SAMEA2400702	ERX424845	ERR458498	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458498/ERR458498.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458498/120903_0219_D0PT7ACXX_6_SA-PE-039.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458498
PRJEB5348	SAMEA2400703	ERX424846	ERR458499	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458499/ERR458499.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458499/120903_0219_D0PT7ACXX_7_SA-PE-039.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458499
PRJEB5348	SAMEA2400704	ERX424847	ERR458500	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458500/ERR458500.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458500/120903_0219_D0PT7ACXX_1_SA-PE-096.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458500
PRJEB5348	SAMEA2400705	ERX424848	ERR458501	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458501/ERR458501.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458501/120903_0219_D0PT7ACXX_2_SA-PE-096.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458501
PRJEB5348	SAMEA2400706	ERX424849	ERR458502	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458502/ERR458502.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458502/120903_0219_D0PT7ACXX_3_SA-PE-096.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458502
PRJEB5348	SAMEA2400707	ERX424850	ERR458503	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458503/ERR458503.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458503/120903_0219_D0PT7ACXX_4_SA-PE-096.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458503
PRJEB5348	SAMEA2400708	ERX424851	ERR458504	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458504/ERR458504.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458504/120903_0219_D0PT7ACXX_5_SA-PE-096.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458504
PRJEB5348	SAMEA2400709	ERX424852	ERR458505	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458505/ERR458505.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458505/120903_0219_D0PT7ACXX_6_SA-PE-096.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458505
PRJEB5348	SAMEA2400710	ERX424853	ERR458506	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458506/ERR458506.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458506/120903_0219_D0PT7ACXX_7_SA-PE-096.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458506
PRJEB5348	SAMEA2400711	ERX424854	ERR458507	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458507/ERR458507.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458507/120903_0219_D0PT7ACXX_1_SA-PE-021.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458507
PRJEB5348	SAMEA2400712	ERX424855	ERR458508	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458508/ERR458508.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458508/120903_0219_D0PT7ACXX_2_SA-PE-021.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458508
PRJEB5348	SAMEA2400713	ERX424856	ERR458509	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458509/ERR458509.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458509/120903_0219_D0PT7ACXX_3_SA-PE-021.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458509
PRJEB5348	SAMEA2400714	ERX424857	ERR458510	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458510/ERR458510.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458510/120903_0219_D0PT7ACXX_4_SA-PE-021.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458510
PRJEB5348	SAMEA2400715	ERX424858	ERR458511	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458511/ERR458511.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458511/120903_0219_D0PT7ACXX_5_SA-PE-021.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458511
PRJEB5348	SAMEA2400716	ERX424859	ERR458512	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458512/ERR458512.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458512/120903_0219_D0PT7ACXX_6_SA-PE-021.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458512
PRJEB5348	SAMEA2400717	ERX424860	ERR458513	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458513/ERR458513.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458513/120903_0219_D0PT7ACXX_7_SA-PE-021.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458513
PRJEB5348	SAMEA2400718	ERX424861	ERR458514	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458514/ERR458514.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458514/120903_0219_D0PT7ACXX_1_SA-PE-028.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458514
PRJEB5348	SAMEA2400719	ERX424862	ERR458515	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458515/ERR458515.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458515/120903_0219_D0PT7ACXX_2_SA-PE-028.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458515
PRJEB5348	SAMEA2400720	ERX424863	ERR458516	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458516/ERR458516.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458516/120903_0219_D0PT7ACXX_3_SA-PE-028.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458516
PRJEB5348	SAMEA2400721	ERX424864	ERR458517	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458517/ERR458517.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458517/120903_0219_D0PT7ACXX_4_SA-PE-028.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458517
PRJEB5348	SAMEA2400722	ERX424865	ERR458518	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458518/ERR458518.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458518/120903_0219_D0PT7ACXX_5_SA-PE-028.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458518
PRJEB5348	SAMEA2400723	ERX424866	ERR458519	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458519/ERR458519.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458519/120903_0219_D0PT7ACXX_6_SA-PE-028.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458519
PRJEB5348	SAMEA2400724	ERX424867	ERR458520	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458520/ERR458520.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458520/120903_0219_D0PT7ACXX_7_SA-PE-028.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458520
PRJEB5348	SAMEA2400725	ERX424868	ERR458521	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458521/ERR458521.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458521/120903_0219_D0PT7ACXX_1_SA-PE-011.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458521
PRJEB5348	SAMEA2400726	ERX424869	ERR458522	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458522/ERR458522.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458522/120903_0219_D0PT7ACXX_2_SA-PE-011.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458522
PRJEB5348	SAMEA2400727	ERX424870	ERR458523	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458523/ERR458523.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458523/120903_0219_D0PT7ACXX_3_SA-PE-011.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458523
PRJEB5348	SAMEA2400728	ERX424871	ERR458524	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458524/ERR458524.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458524/120903_0219_D0PT7ACXX_4_SA-PE-011.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458524
PRJEB5348	SAMEA2400729	ERX424872	ERR458525	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458525/ERR458525.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458525/120903_0219_D0PT7ACXX_5_SA-PE-011.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458525
PRJEB5348	SAMEA2400730	ERX424873	ERR458526	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458526/ERR458526.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458526/120903_0219_D0PT7ACXX_6_SA-PE-011.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458526
PRJEB5348	SAMEA2400731	ERX424874	ERR458527	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458527/ERR458527.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458527/120903_0219_D0PT7ACXX_7_SA-PE-011.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458527
PRJEB5348	SAMEA2400732	ERX424875	ERR458528	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458528/ERR458528.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458528/120903_0219_D0PT7ACXX_1_SA-PE-082.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458528
PRJEB5348	SAMEA2400733	ERX424876	ERR458529	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458529/ERR458529.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458529/120903_0219_D0PT7ACXX_2_SA-PE-082.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458529
PRJEB5348	SAMEA2400734	ERX424877	ERR458530	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458530/ERR458530.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458530/120903_0219_D0PT7ACXX_3_SA-PE-082.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458530
PRJEB5348	SAMEA2400735	ERX424878	ERR458531	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458531/ERR458531.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458531/120903_0219_D0PT7ACXX_4_SA-PE-082.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458531
PRJEB5348	SAMEA2400736	ERX424879	ERR458532	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458532/ERR458532.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458532/120903_0219_D0PT7ACXX_5_SA-PE-082.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458532
PRJEB5348	SAMEA2400737	ERX424880	ERR458533	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458533/ERR458533.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458533/120903_0219_D0PT7ACXX_6_SA-PE-082.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458533
PRJEB5348	SAMEA2400738	ERX424881	ERR458534	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458534/ERR458534.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458534/120903_0219_D0PT7ACXX_7_SA-PE-082.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458534
PRJEB5348	SAMEA2400739	ERX424882	ERR458535	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458535/ERR458535.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458535/120903_0219_D0PT7ACXX_1_SA-PE-080.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458535
PRJEB5348	SAMEA2400740	ERX424883	ERR458536	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458536/ERR458536.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458536/120903_0219_D0PT7ACXX_2_SA-PE-080.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458536
PRJEB5348	SAMEA2400741	ERX424884	ERR458537	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458537/ERR458537.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458537/120903_0219_D0PT7ACXX_3_SA-PE-080.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458537
PRJEB5348	SAMEA2400742	ERX424885	ERR458538	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458538/ERR458538.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458538/120903_0219_D0PT7ACXX_4_SA-PE-080.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458538
PRJEB5348	SAMEA2400743	ERX424886	ERR458539	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458539/ERR458539.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458539/120903_0219_D0PT7ACXX_5_SA-PE-080.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458539
PRJEB5348	SAMEA2400744	ERX424887	ERR458540	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458540/ERR458540.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458540/120903_0219_D0PT7ACXX_6_SA-PE-080.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458540
PRJEB5348	SAMEA2400745	ERX424888	ERR458541	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458541/ERR458541.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458541/120903_0219_D0PT7ACXX_7_SA-PE-080.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458541
PRJEB5348	SAMEA2400746	ERX424889	ERR458542	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458542/ERR458542.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458542/120903_0219_D0PT7ACXX_1_SA-PE-026.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458542
PRJEB5348	SAMEA2400747	ERX424890	ERR458543	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458543/ERR458543.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458543/120903_0219_D0PT7ACXX_2_SA-PE-026.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458543
PRJEB5348	SAMEA2400748	ERX424891	ERR458544	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458544/ERR458544.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458544/120903_0219_D0PT7ACXX_3_SA-PE-026.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458544
PRJEB5348	SAMEA2400749	ERX424892	ERR458545	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458545/ERR458545.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458545/120903_0219_D0PT7ACXX_4_SA-PE-026.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458545
PRJEB5348	SAMEA2400750	ERX424893	ERR458546	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458546/ERR458546.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458546/120903_0219_D0PT7ACXX_5_SA-PE-026.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458546
PRJEB5348	SAMEA2400751	ERX424894	ERR458547	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458547/ERR458547.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458547/120903_0219_D0PT7ACXX_6_SA-PE-026.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458547
PRJEB5348	SAMEA2400752	ERX424895	ERR458548	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458548/ERR458548.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458548/120903_0219_D0PT7ACXX_7_SA-PE-026.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458548
PRJEB5348	SAMEA2400753	ERX424896	ERR458549	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458549/ERR458549.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458549/120903_0219_D0PT7ACXX_1_SA-PE-078.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458549
PRJEB5348	SAMEA2400754	ERX424897	ERR458550	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458550/ERR458550.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458550/120903_0219_D0PT7ACXX_2_SA-PE-078.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458550
PRJEB5348	SAMEA2400755	ERX424898	ERR458551	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458551/ERR458551.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458551/120903_0219_D0PT7ACXX_3_SA-PE-078.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458551
PRJEB5348	SAMEA2400756	ERX424899	ERR458552	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458552/ERR458552.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458552/120903_0219_D0PT7ACXX_4_SA-PE-078.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458552
PRJEB5348	SAMEA2400757	ERX424900	ERR458553	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458553/ERR458553.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458553/120903_0219_D0PT7ACXX_5_SA-PE-078.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458553
PRJEB5348	SAMEA2400758	ERX424901	ERR458554	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458554/ERR458554.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458554/120903_0219_D0PT7ACXX_6_SA-PE-078.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458554
PRJEB5348	SAMEA2400759	ERX424902	ERR458555	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458555/ERR458555.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458555/120903_0219_D0PT7ACXX_7_SA-PE-078.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458555
PRJEB5348	SAMEA2400760	ERX424903	ERR458556	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458556/ERR458556.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458556/120903_0219_D0PT7ACXX_1_SA-PE-004.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458556
PRJEB5348	SAMEA2400761	ERX424904	ERR458557	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458557/ERR458557.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458557/120903_0219_D0PT7ACXX_2_SA-PE-004.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458557
PRJEB5348	SAMEA2400762	ERX424905	ERR458558	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458558/ERR458558.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458558/120903_0219_D0PT7ACXX_3_SA-PE-004.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458558
PRJEB5348	SAMEA2400763	ERX424906	ERR458559	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458559/ERR458559.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458559/120903_0219_D0PT7ACXX_4_SA-PE-004.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458559
PRJEB5348	SAMEA2400764	ERX424907	ERR458560	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458560/ERR458560.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458560/120903_0219_D0PT7ACXX_5_SA-PE-004.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458560
PRJEB5348	SAMEA2400765	ERX424908	ERR458561	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458561/ERR458561.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458561/120903_0219_D0PT7ACXX_6_SA-PE-004.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458561
PRJEB5348	SAMEA2400766	ERX424909	ERR458562	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458562/ERR458562.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458562/120903_0219_D0PT7ACXX_7_SA-PE-004.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458562
