study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB5348	SAMEA2401033	ERX425176	ERR458829	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458829/ERR458829.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458829/120903_0219_D0PT7ACXX_1_SA-PE-055.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458829
PRJEB5348	SAMEA2401034	ERX425177	ERR458830	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458830/ERR458830.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458830/120903_0219_D0PT7ACXX_2_SA-PE-055.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458830
PRJEB5348	SAMEA2401035	ERX425178	ERR458831	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458831/ERR458831.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458831/120903_0219_D0PT7ACXX_3_SA-PE-055.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458831
PRJEB5348	SAMEA2401036	ERX425179	ERR458832	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458832/ERR458832.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458832/120903_0219_D0PT7ACXX_4_SA-PE-055.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458832
PRJEB5348	SAMEA2401037	ERX425180	ERR458833	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458833/ERR458833.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458833/120903_0219_D0PT7ACXX_5_SA-PE-055.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458833
PRJEB5348	SAMEA2401038	ERX425181	ERR458834	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458834/ERR458834.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458834/120903_0219_D0PT7ACXX_6_SA-PE-055.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458834
PRJEB5348	SAMEA2401039	ERX425182	ERR458835	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458835/ERR458835.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458835/120903_0219_D0PT7ACXX_7_SA-PE-055.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458835
PRJEB5348	SAMEA2401087	ERX425225	ERR458878	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458878/ERR458878.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458878/120903_0219_D0PT7ACXX_1_SA-PE-050.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458878
PRJEB5348	SAMEA2401088	ERX425226	ERR458879	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458879/ERR458879.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458879/120903_0219_D0PT7ACXX_2_SA-PE-050.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458879
PRJEB5348	SAMEA2401089	ERX425227	ERR458880	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458880/ERR458880.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458880/120903_0219_D0PT7ACXX_3_SA-PE-050.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458880
PRJEB5348	SAMEA2401090	ERX425228	ERR458881	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458881/ERR458881.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458881/120903_0219_D0PT7ACXX_4_SA-PE-050.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458881
PRJEB5348	SAMEA2401091	ERX425229	ERR458882	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458882/ERR458882.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458882/120903_0219_D0PT7ACXX_5_SA-PE-050.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458882
PRJEB5348	SAMEA2401092	ERX425230	ERR458883	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458883/ERR458883.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458883/120903_0219_D0PT7ACXX_6_SA-PE-050.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458883
PRJEB5348	SAMEA2401093	ERX425231	ERR458884	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458884/ERR458884.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458884/120903_0219_D0PT7ACXX_7_SA-PE-050.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458884
PRJEB5348	SAMEA2401094	ERX425232	ERR458885	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458885/ERR458885.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458885/120903_0219_D0PT7ACXX_1_SA-PE-051.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458885
PRJEB5348	SAMEA2401095	ERX425233	ERR458886	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458886/ERR458886.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458886/120903_0219_D0PT7ACXX_2_SA-PE-051.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458886
PRJEB5348	SAMEA2401096	ERX425234	ERR458887	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458887/ERR458887.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458887/120903_0219_D0PT7ACXX_3_SA-PE-051.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458887
PRJEB5348	SAMEA2401097	ERX425235	ERR458888	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458888/ERR458888.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458888/120903_0219_D0PT7ACXX_4_SA-PE-051.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458888
PRJEB5348	SAMEA2401098	ERX425236	ERR458889	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458889/ERR458889.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458889/120903_0219_D0PT7ACXX_5_SA-PE-051.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458889
PRJEB5348	SAMEA2401099	ERX425237	ERR458890	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458890/ERR458890.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458890/120903_0219_D0PT7ACXX_6_SA-PE-051.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458890
PRJEB5348	SAMEA2401100	ERX425238	ERR458891	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458891/ERR458891.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458891/120903_0219_D0PT7ACXX_7_SA-PE-051.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458891
PRJEB5348	SAMEA2401101	ERX425239	ERR458892	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458892/ERR458892.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458892/120903_0219_D0PT7ACXX_1_SA-PE-058.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458892
PRJEB5348	SAMEA2401102	ERX425240	ERR458893	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458893/ERR458893.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458893/120903_0219_D0PT7ACXX_2_SA-PE-058.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458893
PRJEB5348	SAMEA2401103	ERX425241	ERR458894	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458894/ERR458894.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458894/120903_0219_D0PT7ACXX_3_SA-PE-058.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458894
PRJEB5348	SAMEA2401104	ERX425242	ERR458895	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458895/ERR458895.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458895/120903_0219_D0PT7ACXX_4_SA-PE-058.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458895
PRJEB5348	SAMEA2401105	ERX425243	ERR458896	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458896/ERR458896.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458896/120903_0219_D0PT7ACXX_5_SA-PE-058.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458896
PRJEB5348	SAMEA2401106	ERX425244	ERR458897	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458897/ERR458897.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458897/120903_0219_D0PT7ACXX_6_SA-PE-058.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458897
PRJEB5348	SAMEA2401107	ERX425245	ERR458898	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458898/ERR458898.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458898/120903_0219_D0PT7ACXX_7_SA-PE-058.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458898
PRJEB5348	SAMEA2401108	ERX425246	ERR458899	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458899/ERR458899.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458899/120903_0219_D0PT7ACXX_1_SA-PE-093.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458899
PRJEB5348	SAMEA2401109	ERX425247	ERR458900	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458900/ERR458900.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458900/120903_0219_D0PT7ACXX_2_SA-PE-093.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458900
PRJEB5348	SAMEA2401110	ERX425248	ERR458901	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458901/ERR458901.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458901/120903_0219_D0PT7ACXX_3_SA-PE-093.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458901
PRJEB5348	SAMEA2401111	ERX425249	ERR458902	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458902/ERR458902.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458902/120903_0219_D0PT7ACXX_4_SA-PE-093.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458902
PRJEB5348	SAMEA2401112	ERX425250	ERR458903	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458903/ERR458903.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458903/120903_0219_D0PT7ACXX_5_SA-PE-093.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458903
PRJEB5348	SAMEA2401113	ERX425251	ERR458904	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458904/ERR458904.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458904/120903_0219_D0PT7ACXX_6_SA-PE-093.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458904
PRJEB5348	SAMEA2401114	ERX425252	ERR458905	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458905/ERR458905.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458905/120903_0219_D0PT7ACXX_7_SA-PE-093.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458905
PRJEB5348	SAMEA2401115	ERX425253	ERR458906	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458906/ERR458906.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458906/120903_0219_D0PT7ACXX_1_SA-PE-030.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458906
PRJEB5348	SAMEA2401116	ERX425254	ERR458907	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458907/ERR458907.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458907/120903_0219_D0PT7ACXX_2_SA-PE-030.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458907
PRJEB5348	SAMEA2401117	ERX425255	ERR458908	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458908/ERR458908.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458908/120903_0219_D0PT7ACXX_3_SA-PE-030.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458908
PRJEB5348	SAMEA2401118	ERX425256	ERR458909	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458909/ERR458909.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458909/120903_0219_D0PT7ACXX_4_SA-PE-030.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458909
PRJEB5348	SAMEA2401119	ERX425257	ERR458910	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458910/ERR458910.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458910/120903_0219_D0PT7ACXX_5_SA-PE-030.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458910
PRJEB5348	SAMEA2401120	ERX425258	ERR458911	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458911/ERR458911.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458911/120903_0219_D0PT7ACXX_6_SA-PE-030.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458911
PRJEB5348	SAMEA2401121	ERX425259	ERR458912	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458912/ERR458912.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458912/120903_0219_D0PT7ACXX_7_SA-PE-030.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458912
PRJEB5348	SAMEA2401122	ERX425260	ERR458913	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458913/ERR458913.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458913/120903_0219_D0PT7ACXX_1_SA-PE-024.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458913
PRJEB5348	SAMEA2401123	ERX425261	ERR458914	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458914/ERR458914.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458914/120903_0219_D0PT7ACXX_2_SA-PE-024.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458914
PRJEB5348	SAMEA2401124	ERX425262	ERR458915	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458915/ERR458915.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458915/120903_0219_D0PT7ACXX_3_SA-PE-024.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458915
PRJEB5348	SAMEA2401125	ERX425263	ERR458916	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458916/ERR458916.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458916/120903_0219_D0PT7ACXX_4_SA-PE-024.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458916
PRJEB5348	SAMEA2401126	ERX425264	ERR458917	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458917/ERR458917.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458917/120903_0219_D0PT7ACXX_5_SA-PE-024.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458917
PRJEB5348	SAMEA2401127	ERX425265	ERR458918	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458918/ERR458918.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458918/120903_0219_D0PT7ACXX_6_SA-PE-024.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458918
PRJEB5348	SAMEA2401128	ERX425266	ERR458919	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458919/ERR458919.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458919/120903_0219_D0PT7ACXX_7_SA-PE-024.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458919
PRJEB5348	SAMEA2401129	ERX425267	ERR458920	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458920/ERR458920.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458920/120903_0219_D0PT7ACXX_1_SA-PE-020.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458920
PRJEB5348	SAMEA2401130	ERX425268	ERR458921	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458921/ERR458921.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458921/120903_0219_D0PT7ACXX_2_SA-PE-020.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458921
PRJEB5348	SAMEA2401131	ERX425269	ERR458922	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458922/ERR458922.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458922/120903_0219_D0PT7ACXX_3_SA-PE-020.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458922
PRJEB5348	SAMEA2401132	ERX425270	ERR458923	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458923/ERR458923.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458923/120903_0219_D0PT7ACXX_4_SA-PE-020.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458923
PRJEB5348	SAMEA2401133	ERX425271	ERR458924	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458924/ERR458924.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458924/120903_0219_D0PT7ACXX_5_SA-PE-020.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458924
PRJEB5348	SAMEA2401134	ERX425272	ERR458925	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458925/ERR458925.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458925/120903_0219_D0PT7ACXX_6_SA-PE-020.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458925
PRJEB5348	SAMEA2401135	ERX425273	ERR458926	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458926/ERR458926.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458926/120903_0219_D0PT7ACXX_7_SA-PE-020.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458926
PRJEB5348	SAMEA2401136	ERX425274	ERR458927	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458927/ERR458927.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458927/120903_0219_D0PT7ACXX_1_SA-PE-091.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458927
PRJEB5348	SAMEA2401137	ERX425275	ERR458928	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458928/ERR458928.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458928/120903_0219_D0PT7ACXX_2_SA-PE-091.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458928
PRJEB5348	SAMEA2401138	ERX425276	ERR458929	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458929/ERR458929.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458929/120903_0219_D0PT7ACXX_3_SA-PE-091.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458929
PRJEB5348	SAMEA2401139	ERX425277	ERR458930	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458930/ERR458930.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458930/120903_0219_D0PT7ACXX_4_SA-PE-091.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458930
PRJEB5348	SAMEA2401140	ERX425278	ERR458931	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458931/ERR458931.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458931/120903_0219_D0PT7ACXX_5_SA-PE-091.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458931
PRJEB5348	SAMEA2401141	ERX425279	ERR458932	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458932/ERR458932.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458932/120903_0219_D0PT7ACXX_6_SA-PE-091.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458932
PRJEB5348	SAMEA2401142	ERX425280	ERR458933	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458933/ERR458933.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458933/120903_0219_D0PT7ACXX_7_SA-PE-091.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458933
PRJEB5348	SAMEA2401143	ERX425281	ERR458934	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458934/ERR458934.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458934/120903_0219_D0PT7ACXX_1_SA-PE-037.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458934
PRJEB5348	SAMEA2401144	ERX425282	ERR458935	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458935/ERR458935.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458935/120903_0219_D0PT7ACXX_2_SA-PE-037.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458935
PRJEB5348	SAMEA2401145	ERX425283	ERR458936	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458936/ERR458936.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458936/120903_0219_D0PT7ACXX_3_SA-PE-037.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458936
PRJEB5348	SAMEA2401146	ERX425284	ERR458937	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458937/ERR458937.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458937/120903_0219_D0PT7ACXX_4_SA-PE-037.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458937
PRJEB5348	SAMEA2401147	ERX425285	ERR458938	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458938/ERR458938.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458938/120903_0219_D0PT7ACXX_5_SA-PE-037.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458938
PRJEB5348	SAMEA2401148	ERX425286	ERR458939	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458939/ERR458939.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458939/120903_0219_D0PT7ACXX_6_SA-PE-037.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458939
PRJEB5348	SAMEA2401149	ERX425287	ERR458940	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458940/ERR458940.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458940/120903_0219_D0PT7ACXX_7_SA-PE-037.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458940
